CustomerID,ChurnStatus,Age,total_transactions,total_spent,avg_spend,unique_categories,LastLoginDate,LoginFrequency,unresolved_issues,total_interactions,days_since_last_login,Gender_F,Gender_M,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,IncomeLevel_High,IncomeLevel_Low,IncomeLevel_Medium,ServiceUsage_Mobile App,ServiceUsage_Online Banking,ServiceUsage_Website
11,0,0.7058823529411765,0.5,0.5106360922209321,0.6916521275067221,0.25,2023-01-22,0.6041666666666666,0.5,1.0,0.9423076923076923,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
12,0,0.4509803921568628,0.0,0.022895291803900198,0.15866499722900715,0.0,2023-12-31,0.8749999999999999,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
13,0,0.11764705882352944,0.25,0.113208776627254,0.24810306724960138,0.5,2023-07-05,0.18749999999999997,0.0,0.5,0.491758241758242,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14,0,0.47058823529411764,1.0,0.8393331042816862,0.6284087203030531,0.75,2023-01-10,0.5208333333333333,0.5,1.0,0.9752747252747256,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
15,0,0.47058823529411764,0.875,0.5640061133094804,0.470971284303865,1.0,2023-06-15,0.8958333333333333,1.0,1.0,0.5467032967032968,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
16,1,0.23529411764705888,1.0,0.5953338625216217,0.440528564032741,0.75,2023-03-15,0.8333333333333333,0.0,1.0,0.7994505494505495,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
17,0,0.019607843137254943,0.75,0.47848197995403174,0.4564572929892414,1.0,2023-09-03,0.14583333333333331,0.5,1.0,0.3269230769230771,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18,1,0.7450980392156864,0.5,0.27888420254484286,0.37044274307764935,0.5,2023-11-24,0.7499999999999999,0.5,0.5,0.10164835164835173,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
19,0,0.7647058823529412,0.5,0.2983970333862522,0.39748763316160013,0.5,2023-03-08,0.7916666666666666,1.0,1.0,0.8186813186813187,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
20,0,0.4509803921568628,1.0,0.819269364737104,0.6129595799950281,1.0,2023-08-15,0.3125,0.0,0.5,0.37912087912087933,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
21,0,0.9019607843137255,0.5,0.2675224510105917,0.3546952934173525,0.25,2023-06-16,0.3541666666666667,0.0,0.0,0.543956043956044,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22,0,0.47058823529411764,0.625,0.46588216477501604,0.5213332238620114,0.75,2023-05-06,0.8541666666666666,0.0,1.0,0.6565934065934067,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
23,0,0.33333333333333337,0.375,0.43863587896595035,0.7448531373796671,0.25,2023-07-07,0.375,0.5,1.0,0.4862637362637363,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
24,0,0.7254901960784313,0.5,0.33570480771509137,0.44919641207742356,0.75,2023-10-04,0.22916666666666666,0.0,0.5,0.2417582417582418,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
25,0,0.4901960784313726,0.25,0.22361265786792411,0.5031370375691893,0.25,2023-02-15,0.5416666666666666,0.0,0.5,0.8763736263736266,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
26,1,0.2549019607843137,0.25,0.1664455133521314,0.37108041352791854,0.5,2023-09-29,0.9166666666666666,0.0,0.5,0.2554945054945057,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
27,0,0.1568627450980392,0.875,0.6518493945928014,0.5470658264742708,1.0,2023-10-01,0.4375,0.5,0.5,0.2500000000000002,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
28,0,0.17647058823529416,0.625,0.5012854536407364,0.5622241835834069,0.5,2023-10-26,0.8541666666666666,1.0,1.0,0.18131868131868134,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
29,0,0.3921568627450981,0.25,0.249766011894889,0.5635515233618642,0.25,2023-09-02,0.6874999999999999,0.5,1.0,0.32967032967032983,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30,0,1.0,0.125,0.2064012037058977,0.705125310453827,0.25,2023-07-12,0.7708333333333333,0.5,1.0,0.4725274725274726,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
31,0,0.3137254901960784,0.5,0.3254389498376893,0.4349678770089697,0.5,2023-08-17,0.4583333333333333,0.0,1.0,0.37362637362637385,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
32,0,1.0,0.5,0.3600810368931119,0.48298199880949927,0.75,2023-01-06,0.9791666666666666,0.0,0.0,0.9862637362637365,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
33,1,0.09803921568627455,0.125,0.20117053290050474,0.6870009647160246,0.25,2023-05-19,0.4791666666666667,0.0,0.5,0.6208791208791211,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
34,0,0.2941176470588236,1.0,0.5558254152548397,0.41010693979761487,0.75,2023-04-03,0.8958333333333333,0.5,1.0,0.7472527472527475,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
35,0,0.9215686274509803,0.25,0.22807620311352275,0.5134478677039074,0.5,2023-05-23,0.375,0.5,0.5,0.6098901098901102,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
36,0,0.0,0.625,0.3885239201004669,0.431984099290489,0.75,2023-02-11,0.10416666666666667,0.0,0.5,0.8873626373626375,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
37,0,0.3529411764705882,1.0,0.9350875530175581,0.7021399362785681,0.75,2023-08-28,0.04166666666666667,0.0,0.5,0.3434065934065935,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
38,0,0.6862745098039217,0.25,0.2562199369713054,0.5784601490178369,0.25,2023-11-27,0.9583333333333333,0.0,0.5,0.09340659340659352,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
39,0,0.47058823529411764,0.5,0.3501350614885198,0.46919682259488077,0.5,2023-01-20,0.5208333333333333,0.0,0.0,0.9478021978021978,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
40,0,0.9607843137254902,0.75,0.46458486363528667,0.4426990936360997,0.5,2023-10-14,0.3958333333333333,0.0,0.5,0.2142857142857144,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
41,1,1.0,0.125,0.10467857735232095,0.35265502165479584,0.25,2023-07-04,0.7708333333333333,0.5,0.5,0.49450549450549475,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
42,0,0.5686274509803921,0.25,0.15425739876312114,0.3429257579178554,0.25,2023-07-17,0.18749999999999997,0.0,0.0,0.45879120879120894,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
43,0,0.37254901960784315,0.75,0.6527468426415184,0.6289801866681524,0.75,2023-05-25,0.49999999999999994,0.5,1.0,0.6043956043956047,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
44,0,0.37254901960784315,0.25,0.20082103168021231,0.45048817367625216,0.25,2023-11-13,0.7083333333333333,0.5,0.5,0.13186813186813207,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
45,0,0.27450980392156865,0.0,0.08607800393336969,0.5965229171370513,0.0,2023-09-02,0.9999999999999999,0.5,0.5,0.32967032967032983,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
46,1,0.7647058823529412,0.0,0.036984929981280945,0.2563065744370779,0.0,2023-07-31,0.4791666666666667,0.0,0.0,0.4203296703296704,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
47,0,0.6274509803921569,0.75,0.43141779020448784,0.4098635615908137,1.0,2023-04-19,0.4166666666666667,0.0,0.0,0.7032967032967032,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
48,0,0.019607843137254943,0.75,0.4701946544084544,0.4482528083792477,1.0,2023-06-12,0.6874999999999999,0.0,0.0,0.5549450549450552,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
49,0,0.17647058823529416,0.25,0.18709570409686518,0.41878254206093446,0.5,2023-02-19,0.3541666666666667,0.0,0.0,0.8653846153846156,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
50,0,0.6274509803921569,0.375,0.44570883586474896,0.7571070834787248,0.5,2023-07-15,0.375,1.0,1.0,0.4642857142857144,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
51,1,0.607843137254902,0.25,0.15995900765348436,0.3560965263381158,0.5,2023-10-31,0.04166666666666667,0.0,0.0,0.16758241758241765,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
52,0,0.1960784313725491,0.0,0.11594258701988013,0.8034852932120938,0.0,2023-02-16,0.10416666666666667,0.0,0.0,0.8736263736263739,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
53,0,0.4509803921568628,0.75,0.3689133473923655,0.3479839194447457,0.75,2023-10-02,0.3958333333333333,0.0,0.0,0.24725274725274748,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
54,0,0.6862745098039217,0.125,0.13370198801033104,0.4532215357458076,0.25,2023-01-20,0.4375,0.0,1.0,0.9478021978021978,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
55,0,0.21568627450980393,0.5,0.33159668743928156,0.44350253494529845,0.5,2023-08-18,0.6666666666666666,0.0,0.0,0.3708791208791211,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
56,0,0.9803921568627451,0.5,0.4246321351562686,0.5724501734436257,0.75,2023-08-20,0.2708333333333333,0.0,0.0,0.3653846153846154,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
57,0,0.5490196078431373,0.25,0.17414342582280884,0.38886266138467535,0.5,2023-07-20,0.8958333333333333,0.5,0.5,0.4505494505494507,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
58,0,0.6666666666666666,0.625,0.6533954932113831,0.7379119713732493,0.75,2023-04-17,0.16666666666666666,1.0,1.0,0.7087912087912092,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
59,0,0.0,0.25,0.08373516100751133,0.1800187469638813,0.25,2023-12-11,0.9166666666666666,0.0,0.0,0.05494505494505497,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
60,0,0.0,0.375,0.22844643745705284,0.38069849545351914,0.75,2023-03-02,0.49999999999999994,0.5,1.0,0.8351648351648355,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
61,1,0.7058823529411765,0.25,0.19819977252801937,0.44443304118174287,0.25,2023-12-27,0.9583333333333333,0.0,0.5,0.010989010989011172,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
62,0,0.09803921568627455,0.375,0.24589484159893849,0.41092797471212456,0.75,2023-08-27,0.3125,0.0,1.0,0.34615384615384626,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
63,0,0.7450980392156864,1.0,0.6502233253560173,0.4827936169096702,1.0,2023-05-26,0.12499999999999999,0.0,0.0,0.601648351648352,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
64,0,0.7843137254901961,0.25,0.28298047532165965,0.6402772361227994,0.5,2023-06-03,0.20833333333333331,0.0,0.0,0.5796703296703296,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
65,0,0.33333333333333337,0.5,0.39987974788522146,0.5381432295408362,0.5,2023-09-25,0.5416666666666666,0.0,0.0,0.26648351648351665,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
66,0,0.2941176470588236,0.875,0.41445809539606193,0.3414248034647673,0.75,2023-08-17,0.8124999999999999,0.0,0.0,0.37362637362637385,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
67,0,0.07843137254901966,0.375,0.2049498850792598,0.33999055809848305,0.25,2023-07-23,0.3333333333333333,0.0,1.0,0.4423076923076925,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
68,1,0.8039215686274509,0.375,0.259661635428761,0.43477903897863246,0.75,2023-07-25,0.08333333333333333,1.0,1.0,0.43681318681318704,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
69,0,0.823529411764706,0.375,0.30469694097576006,0.5128030131981363,0.5,2023-11-13,0.5833333333333333,0.0,0.5,0.13186813186813207,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
70,0,0.607843137254902,0.75,0.7239355022154823,0.699457237276158,0.75,2023-03-15,0.18749999999999997,0.0,0.0,0.7994505494505495,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
71,1,0.019607843137254943,0.25,0.13766497642347703,0.30459711132549244,0.25,2023-08-17,0.9583333333333333,0.5,1.0,0.37362637362637385,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
72,1,0.019607843137254943,0.625,0.31709831054664367,0.34948719527631245,0.5,2023-04-25,0.49999999999999994,0.5,1.0,0.6868131868131868,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
73,1,0.7647058823529412,1.0,0.6647690922446271,0.4939939015351071,0.5,2023-10-27,0.4791666666666667,0.0,0.5,0.1785714285714286,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
74,0,0.8039215686274509,0.875,0.6142898609103619,0.5145297522527146,1.0,2023-02-19,0.8958333333333333,0.0,0.5,0.8653846153846156,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
75,1,0.6862745098039217,0.375,0.22515283273700926,0.3749923027976764,0.75,2023-06-17,0.22916666666666666,0.0,0.5,0.5412087912087913,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
76,1,0.7450980392156864,0.375,0.2589033954932114,0.4334653831154169,0.25,2023-05-09,0.08333333333333333,0.5,1.0,0.6483516483516485,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
77,0,0.21568627450980393,0.875,0.5293640262540578,0.44096245817853397,0.5,2023-10-15,0.5833333333333333,0.0,0.0,0.21153846153846168,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
78,0,0.9019607843137255,0.25,0.23904994905575436,0.5387973206893957,0.25,2023-10-07,0.7083333333333333,0.5,0.5,0.23351648351648358,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
79,1,0.3529411764705882,0.25,0.2729426817998721,0.6170898417455202,0.25,2023-04-20,0.4583333333333333,0.0,0.5,0.7005494505494505,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
80,0,0.5294117647058824,0.0,0.02992085870672701,0.20735236765943468,0.0,2023-06-09,0.6458333333333333,0.0,0.0,0.5631868131868132,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
81,1,0.0,0.875,0.6433103096936237,0.5396688150413597,0.75,2023-12-03,0.8124999999999999,0.0,0.0,0.0769230769230771,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
82,0,0.27450980392156865,0.0,0.06592540814634032,0.4568648781789445,0.0,2023-05-08,0.375,0.0,0.0,0.6510989010989012,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
83,0,0.6862745098039217,0.625,0.41765988199891,0.46563626784895684,0.75,2023-12-31,0.49999999999999994,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
84,0,0.23529411764705888,0.5,0.454976541951994,0.6145076869393871,0.75,2023-11-30,0.9166666666666666,0.0,0.0,0.0851648351648353,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
85,0,0.823529411764706,1.0,0.49767789019737935,0.3653331691263504,0.75,2023-08-08,0.7499999999999999,0.0,0.0,0.3983516483516485,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
86,0,0.3921568627450981,0.75,0.4931106793355923,0.4709397624276828,0.5,2023-10-18,0.0,0.0,0.0,0.20329670329670346,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
87,0,0.21568627450980393,0.5,0.4152666872023316,0.5594696114452267,0.75,2023-11-22,0.8749999999999999,0.5,1.0,0.1071428571428572,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
88,0,0.07843137254901966,0.125,0.12959386773452128,0.43898684291549495,0.25,2023-02-08,0.24999999999999997,0.0,0.0,0.8956043956043958,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
89,0,0.11764705882352944,0.75,0.5752523517285502,0.5522603384423208,0.75,2023-09-06,0.22916666666666666,0.0,0.0,0.3186813186813189,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
90,0,0.07843137254901966,0.625,0.36139610928133076,0.400651354365511,0.75,2023-05-30,0.9583333333333333,0.0,0.5,0.590659340659341,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
91,0,0.9215686274509803,1.0,0.5316387460607066,0.3914831311534856,1.0,2023-02-03,0.8749999999999999,0.5,1.0,0.9093406593406594,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
92,0,0.05882352941176472,0.875,0.6680449257161813,0.561095260575956,1.0,2023-07-01,0.7499999999999999,0.5,1.0,0.502747252747253,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
93,0,0.23529411764705888,0.5,0.2482850745207687,0.32803218456864874,0.5,2023-10-16,0.8541666666666666,0.0,1.0,0.20879120879120894,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
94,0,0.7058823529411765,0.25,0.32693469658555085,0.7418118872171706,0.25,2023-06-27,0.8333333333333333,0.0,0.0,0.5137362637362639,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
95,0,0.7843137254901961,0.25,0.19769625382081846,0.4432699083861874,0.5,2023-06-20,0.22916666666666666,0.0,0.5,0.5329670329670331,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
96,0,0.27450980392156865,0.0,0.0450323436722508,0.3120753710051519,0.0,2023-02-27,0.7291666666666666,1.0,1.0,0.8434065934065937,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
97,0,0.2941176470588236,0.125,0.16108155818306757,0.5480921201174079,0.0,2023-12-20,0.7708333333333333,0.0,1.0,0.030219780219780334,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
98,0,0.3921568627450981,0.5,0.2618178802454802,0.34678872719062376,0.75,2023-05-23,0.16666666666666666,0.0,0.5,0.6098901098901102,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
99,0,0.6862745098039217,0.5,0.2606301684714357,0.34514255218703166,0.75,2023-02-10,0.2708333333333333,0.0,0.0,0.8901098901098903,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
100,1,0.4509803921568628,0.375,0.3254389498376893,0.5487386851125844,0.25,2023-06-02,0.9166666666666666,0.0,1.0,0.5824175824175828,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
101,0,0.2941176470588236,0.0,0.1429252659763524,0.9904759949916869,0.0,2023-01-15,0.7083333333333333,0.5,1.0,0.9615384615384619,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
102,0,0.2549019607843137,0.625,0.5983460891405824,0.6743296592020909,0.75,2023-01-14,0.6458333333333333,0.5,1.0,0.9642857142857146,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
103,0,0.4117647058823529,1.0,0.6776562092742222,0.5039170207379735,0.75,2023-04-27,0.9374999999999999,0.0,1.0,0.6813186813186813,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
104,1,0.9411764705882354,1.0,0.7869819681065328,0.5880981866531653,0.75,2023-03-23,0.04166666666666667,0.5,1.0,0.7774725274725276,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
105,0,0.9607843137254902,0.875,0.549072340828851,0.4580348529321209,0.5,2023-12-24,0.6041666666666666,1.0,1.0,0.019230769230769384,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
106,0,0.09803921568627455,0.25,0.25628509821576667,0.5786106720854971,0.5,2023-07-20,0.9999999999999999,0.5,1.0,0.4505494505494507,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
107,1,0.8039215686274509,0.625,0.4540435514062982,0.5076595715566138,0.75,2023-01-27,0.12499999999999999,0.0,0.0,0.9285714285714286,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
108,1,0.6862745098039217,0.125,0.14350579342700756,0.4871918553336479,0.25,2023-03-24,0.0,1.0,1.0,0.7747252747252749,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
109,0,0.0,0.625,0.37464753690495944,0.4159568135634968,1.0,2023-04-28,0.3958333333333333,1.0,1.0,0.6785714285714286,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
110,1,0.607843137254902,0.25,0.21124090704452292,0.4745581805866294,0.5,2023-10-10,0.49999999999999994,0.0,1.0,0.22527472527472536,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
111,1,0.09803921568627455,0.125,0.17871359855934416,0.609187380693364,0.25,2023-06-17,0.6666666666666666,0.5,0.5,0.5412087912087913,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
112,0,0.5882352941176471,0.25,0.21928832073549276,0.49314777944265403,0.5,2023-10-16,0.7083333333333333,0.0,0.5,0.20879120879120894,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
113,0,0.0,0.75,0.540308153448807,0.5176654458659425,0.75,2023-04-12,0.8958333333333333,0.5,0.5,0.7225274725274728,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
114,0,0.9607843137254902,0.875,0.6289481790394048,0.5272275703524293,1.0,2023-08-02,0.4791666666666667,0.0,0.0,0.4148351648351649,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
